0.000000 8.000000 0.012446 0.001303 0.000000
1.000000 8.000000 0.012556 0.001122 0.000000
2.000000 8.000000 0.012642 0.001166 0.000000
3.000000 7.200000 0.047987 0.039665 0.000000
4.000000 5.600000 0.135808 0.133902 0.000000
5.000000 5.600000 0.080400 0.086072 0.000000
6.000000 8.000000 0.048462 0.034606 0.000000
7.000000 8.000000 0.012130 0.000801 0.000000
8.000000 8.000000 0.012057 0.000638 0.000000
9.000000 8.000000 0.012432 0.000531 0.000000
10.000000 7.200000 0.012630 0.001099 0.000000
11.000000 8.000000 0.012970 0.000710 0.000000
12.000000 2.400000 0.011598 0.000944 0.000000
13.000000 0.000000 0.000000 0.000000 0.000000
14.000000 0.000000 0.000000 0.000000 0.000000
15.000000 0.000000 0.000000 0.000000 0.000000
16.000000 0.000000 0.000000 0.000000 0.000000
17.000000 0.000000 0.000000 0.000000 0.000000
18.000000 8.000000 0.017314 0.001735 56.000000
19.000000 8.000000 0.016998 0.001020 0.000000
20.000000 8.000000 0.017186 0.001334 0.000000
21.000000 4.000000 0.160677 0.141202 0.000000
22.000000 7.200000 0.156619 0.096664 0.000000
23.000000 8.000000 0.034245 0.025583 0.000000
24.000000 7.200000 0.045044 0.040834 0.000000
25.000000 8.000000 0.017158 0.000586 0.000000
26.000000 7.200000 0.037069 0.033615 0.000000
27.000000 5.600000 0.106198 0.101270 0.000000
28.000000 8.800000 0.025133 0.014636 0.000000
29.000000 5.600000 0.049807 0.036065 0.000000
30.000000 1.600000 0.239554 0.116725 0.000000
